Job Id,Experience,Qualifications,Work Type,Job Title,Role,Job Description,Skills,Company
ac4d3dc1-ee66-424a-ada0-4de04667dfeb,5 to 10 Years,M.Tech,Intern,Nurse Practitioner,Family Nurse Practitioner,"Family Nurse Practitioners specialize in family-centered healthcare, providing comprehensive medical care to individuals of all ages within a family context.",Family medicine Health assessment Pediatric care Chronic disease management Patient education,Applied Materials
e532bb79-49d2-4c32-a353-fc29c97463d7,5 to 13 Years,M.Tech,Temporary,Architect,Sustainable Design Specialist,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.",Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,Steel Dynamics
c5a2cd08-4fb7-48aa-b17f-7b647c8988e6,4 to 8 Years,MCA,Part-Time,Software Tester,Automation Tester,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,"Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",Hershey
009663ae-4686-4a29-a00a-1572fa3b01dc,1 to 14 Years,M.Com,Full-Time,HR Coordinator,Benefits Coordinator,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.",Employee benefits administration Benefits compliance HRIS Benefits communication,Bank of New York Mellon
a5dc4780-e082-4d6f-95d4-e3bb25a3957b,2 to 11 Years,BCA,Contract,Veterinarian,Exotic Animal Veterinarian,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.",Exotic animal medicine Exotic animal diagnostics Specialized surgical skills Avian medicine Reptile care Amphibian care Exotic animal anesthesia Compassion and empathy Client communication Problem-solving Attention to detail,Fortescue Metals Group
35295aea-4c9f-4e53-b87a-ac9c38113802,3 to 10 Years,B.Tech,Part-Time,Graphic Designer,Print Graphic Designer,"Print Graphic Designers design graphics and layouts for printed materials such as brochures, posters, and packaging. They use their creativity and design skills to visually communicate messages and information effectively in printed form.","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge",Lincoln National
82bd24d6-7fe0-436c-a49f-d3fbe37195d0,3 to 13 Years,BCA,Part-Time,Data Entry Clerk,Record Keeper,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.",Records management Data entry and retrieval Attention to detail,China COSCO Shipping Corporation
ce2a3ca2-270c-43f6-b7f1-5ba1c99a926e,0 to 15 Years,PhD,Intern,Procurement Specialist,Procurement Manager,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Packaging Corp. of America
01528c44-805a-48f2-9a1b-d9aa8deb34c5,1 to 15 Years,BBA,Intern,Event Coordinator,Event Planner,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,TPG Telecom
8ea54422-bd11-4647-b1a5-754c2e0c231b,3 to 9 Years,BBA,Contract,Supply Chain Manager,Demand Planner,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,Demand forecasting Inventory management Data analysis Sales and operations planning (S&OP) ERP software proficiency,Deutsche Telekom AG
4534c528-71ba-4251-8123-8781390ca205,1 to 13 Years,PhD,Part-Time,Pediatrician,Pediatric Specialist,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.","Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment",NTPC Limited
2b7a4c39-244d-4bbf-b797-76088f0296ff,0 to 14 Years,M.Com,Intern,Customer Service Manager,Customer Experience Strategist,"Customer Experience Strategists develop and execute strategies to enhance the overall customer experience. They analyze customer feedback, identify pain points, and work across departments to improve products, services, and customer interactions.",Customer experience strategy Customer journey mapping Feedback analysis User research Metrics and KPIs Communication skills,Ecolab
0d90b02e-62a3-4345-8c83-f2c844e8758b,2 to 14 Years,BA,Contract,Java Developer,Java Software Engineer,"Java Software Engineers develop and maintain software applications using the Java programming language. They write code, debug applications, and collaborate with cross-functional teams to deliver high-quality software solutions.","Java programming Java frameworks (e.g., Spring) Object-oriented design Code debugging Software development Problem-solving skills",Ping An Insurance
4ec839df-6983-4ebe-8055-93944cef94de,3 to 10 Years,BCA,Full-Time,Legal Advisor,Corporate Counsel,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.",Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence,JD Wetherspoon
3cece1df-b33f-41c0-a669-17392723a33d,1 to 8 Years,M.Tech,Temporary,Social Media Coordinator,Content Creator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",Industrial and Commercial Bank of China (ICBC)
7347e86b-05ad-483e-b4b6-3661ba010030,3 to 11 Years,PhD,Contract,Electrical Engineer,Power Systems Engineer,"Power Systems Engineers design and maintain electrical power systems. They work on generation, transmission, and distribution of electrical power, focusing on safety and efficiency.",Electrical engineering Power system analysis Renewable energy systems Control systems Safety regulations,EOG Resources
00c93269-b0a3-47a2-b504-e3f1428428ee,3 to 8 Years,BBA,Temporary,Financial Advisor,Retirement Planner,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",Retirement planning Social security Investment products Tax planning Estate planning,FirstEnergy
d27d6b09-8b27-46c8-9564-0de4a03c15d4,2 to 13 Years,BA,Full-Time,Network Administrator,Systems Administrator,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.","System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge",Lumen Technologies
07ee76b5-daf2-4311-9747-411c90a78770,5 to 11 Years,B.Com,Temporary,Veterinarian,Small Animal Veterinarian,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.",Veterinary medicine Small animal care and surgery Animal diagnostics Preventive medicine Client communication Surgical skills Radiology Anesthesia Laboratory diagnostics Compassion and empathy Problem-solving Attention to detail,Infineon Technologies AG
f32ee759-880a-42d9-a6b6-c25b48427d10,5 to 9 Years,B.Tech,Full-Time,Landscape Architect,Residential Landscape Designer,Create aesthetically pleasing and functional landscape designs for residential properties.,Landscape design Plant selection and care Hardscape design,Sherwin-Williams
f5a08857-b767-4ae6-a347-de6722a62502,0 to 9 Years,BA,Intern,Digital Marketing Specialist,SEO Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Corning
9ceb0385-bddd-48e7-a943-111315697dc4,0 to 11 Years,M.Com,Contract,Marketing Director,Digital Marketing Director,"Digital Marketing Directors lead digital marketing efforts. They develop and execute digital strategies, oversee campaigns, and measure performance to achieve marketing goals.",Digital marketing strategy Marketing analytics Team leadership Content marketing SEO and SEM proficiency,CHS
91cd10ec-0a68-4361-8f7f-3800fc824d04,4 to 10 Years,B.Com,Intern,Family Nurse Practitioner,Pediatric Nurse Practitioner,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.",Pediatric healthcare Pediatric assessment Pediatric treatment Patient education Pediatric pharmacology,Automatic Data Processing
ff24e422-52a3-4bff-aea7-258a9997f95d,3 to 10 Years,PhD,Temporary,Interior Designer,Residential Interior Designer,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.",Residential interior design Space planning Color theory and selection Furniture and materials selection 3D modeling and rendering,Walt Disney
ea3a2521-c321-4bfb-a897-7d1841c83276,5 to 13 Years,BA,Intern,IT Support Specialist,IT Systems Administrator,"IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems.",Network administration System and server maintenance Cybersecurity knowledge Backup and recovery IT project management skills,Baker Hughes
885d31cf-8b45-458b-8096-50e58e0dfd0b,0 to 10 Years,MCA,Full-Time,Marketing Director,Brand Director,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.",Brand strategy Brand development Creative direction Brand management Market research,Hewlett Packard Enterprise
e22380b6-bf89-4477-8e73-debea1229530,4 to 15 Years,MCA,Full-Time,Supply Chain Analyst,Logistics Analyst,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.",Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,Incitec Pivot
d075af14-5f2b-4edf-9890-57a5618231b0,5 to 8 Years,BCA,Part-Time,Legal Counsel,Employment Lawyer,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.",Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy,Paramount Global
b3685b32-c42c-4a59-ad48-b24d5e21ca2e,4 to 9 Years,MBA,Full-Time,Data Entry Clerk,Record Keeper,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.",Records management Data entry and retrieval Attention to detail,Daimler AG (now known as Mercedes-Benz AG)
09318b7a-bc03-4d53-88fc-20ecb0e88468,2 to 10 Years,M.Tech,Intern,Marketing Analyst,Digital Marketing Analyst,"Analyze digital marketing campaigns, track performance metrics, and optimize online marketing strategies.",Digital marketing strategies Analytics and reporting SEO and SEM Social media marketing Email marketing Data interpretation Marketing automation tools A/B testing Communication skills Problem-solving Attention to detail Marketing knowledge,Cochlear Limited
2560301c-3a44-4cee-80b4-b71d9e452b9d,3 to 14 Years,BA,Intern,Network Technician,Network Security Specialist,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.",Network security Cybersecurity Intrusion detection Security analysis Firewall management,Escorts Limited
56838168-578a-4a41-82b2-2c1958f61509,1 to 12 Years,BBA,Intern,Copywriter,Technical Copywriter,"Technical Copywriters create content that explains complex technical concepts in a clear and accessible manner. They often write user manuals, product documentation, and technical guides to assist users and customers.",Technical writing Documentation User manuals Technical specifications Industry-specific terminology Research skills,CenterPoint Energy
1c3b1ff7-ae89-4bea-a26f-1d48cf94c74e,0 to 13 Years,PhD,Intern,Personal Assistant,Personal Secretary,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Morgan Stanley
bdb21746-48e1-4e8b-9922-002e5e14c20e,5 to 8 Years,BA,Temporary,Project Manager,IT Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.",Project management Team leadership Risk management Budgeting Communication skills,Landstar System
f853b198-a01f-44c6-9c16-5b457a8f8b84,2 to 8 Years,B.Tech,Intern,Accountant,Financial Accountant,"Financial Accountants handle financial records, prepare financial statements, and ensure compliance with accounting standards. They analyze financial data to provide accurate financial reports and support decision-making within the organization.","Financial reporting Accounting software (e.g., QuickBooks) Auditing GAAP knowledge",Airtel Africa
e2ebd54f-c9d5-4383-91d2-025d880c5a22,3 to 11 Years,B.Tech,Part-Time,Business Development Manager,Strategic Partnerships Manager,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.",Partnership development Negotiation and collaboration Business development,Beiersdorf AG
79363f52-9f62-432b-b96e-da9f13737e3e,3 to 13 Years,BBA,Intern,Art Director,Art Curator,"An Art Curator is responsible for managing and preserving a collection of artworks. They curate exhibitions, acquire new pieces, and educate the public about the art.",Art history and knowledge Art curation and exhibition planning Collections management Art market trends Cultural awareness,Fuchs Petrolub SE
e7b8a93c-3653-4b42-9865-a656dc9cc413,5 to 14 Years,B.Com,Part-Time,Event Coordinator,Corporate Event Coordinator,"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.",Corporate event planning Corporate branding and messaging Speaker and entertainment booking Audiovisual production Team coordination Crisis management Budgeting and financial management Client communication Creativity Problem-solving Attention to detail,Britannia Industries
44775c94-1fd1-4941-a85c-47bbbb3786f9,1 to 11 Years,BA,Contract,Legal Secretary,Court Clerk,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.",Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills,American Express
13b4887c-5d23-4322-af6e-a0e0c378cbe3,2 to 10 Years,M.Com,Intern,Investment Analyst,Risk Analyst,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,Ford Motor Company
f0cc6370-ca0f-4f17-b027-dc8ec61d1360,0 to 12 Years,B.Com,Full-Time,Network Security Specialist,Cybersecurity Analyst,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.","Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning",Hilton Worldwide Holdings
af0a8cae-ae16-47e2-8d89-4d9bfb4c113b,4 to 8 Years,B.Com,Full-Time,Customer Success Manager,Account Manager,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.",Account management Customer relationship management Sales and negotiation Business development Client needs analysis,Altria Group
6c56a37e-8b7e-4d90-a60e-c178362ae033,4 to 12 Years,B.Tech,Intern,Family Lawyer,Child Custody Lawyer,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.",Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation,Brighthouse Financial
22b24da8-ade6-4365-8500-2bd117dd1317,4 to 15 Years,MBA,Temporary,Operations Manager,Quality Control Manager,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality.","Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Havells India
53951213-2e07-41a8-af04-2142696df575,1 to 12 Years,BBA,Temporary,Family Nurse Practitioner,Geriatric Nurse Practitioner,Geriatric Nurse Practitioners focus on the healthcare needs of elderly patients. They provide specialized care and address age-related health concerns.,Geriatric healthcare Geriatric assessment Geriatric treatment Elderly patient care Geriatric pharmacology,PNC Financial Services Group
2decb4a4-8afc-4c45-bc8c-36c005f6c27c,1 to 14 Years,BBA,Intern,Research Scientist,Research Analyst,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.",Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,ICICI Bank
81d9efdd-c7e0-482a-80d5-09169a98944a,2 to 14 Years,B.Tech,Contract,Key Account Manager,Strategic Account Manager,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.",Account management Client relationship Sales strategy Business development Negotiation skills,Paramount Global
140d9918-3d54-404c-9ff1-59665f52b8c7,5 to 8 Years,B.Tech,Full-Time,Process Engineer,Industrial Engineer,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design,Bajaj Finserv
35f02c5e-d99b-4c16-917c-63a2f2b34598,5 to 13 Years,BBA,Temporary,Marketing Director,Marketing Communications Director,"Marketing Communications Directors manage marketing communication efforts. They oversee messaging, branding, and promotional activities to effectively reach target audiences.",Marketing communication Public relations Content strategy Crisis management Media relations,Baidu
1a00718d-2be0-47ce-a6df-eec95321500a,2 to 14 Years,BCA,Full-Time,Event Planner,Wedding Planner,"Wedding Planners specialize in organizing weddings, assisting couples with every aspect of wedding planning, from venue selection to catering and decor.",Wedding planning Venue selection Catering and menu planning Floral and decor design Wedding etiquette,Conagra Brands
1efe20da-df3f-4e31-bfdf-4106449b8525,0 to 9 Years,M.Tech,Temporary,Account Manager,Client Relationship Manager,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",Client relationship management Customer service Communication skills,BT Group
e23a40ac-6af8-43d2-a13b-1123d34ed947,1 to 13 Years,BCA,Intern,Teacher,Subject Matter Expert,A Subject Matter Expert possesses deep knowledge in a specific field and provides expertise to solve complex problems or guide decision-making within that domain.,Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency,Bayer AG
14619768-c588-4c39-8876-c4c3ec0cfba9,4 to 13 Years,PhD,Contract,Sales Manager,Key Account Manager,"Manage key client accounts, build strong relationships, and drive revenue growth.",Key account management Relationship building Sales negotiation,"Facebook, Inc. (now Meta Platforms, Inc.)"
d4a13f11-c12d-4478-8336-d049ac80a909,4 to 12 Years,M.Tech,Temporary,QA Analyst,Automation Test Engineer,Automation Test Engineers develop automated test scripts and frameworks to streamline and enhance the testing process. They focus on automating repetitive tests to improve efficiency and maintain test consistency.,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",China Pacific Insurance
a66eb615-3229-4d05-9c01-fbdbe34e31ba,5 to 14 Years,BBA,Intern,Speech Therapist,Adult Speech Therapist,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills,Williams
bdb30c9a-f227-4cd4-927a-d7d5a95e9cbe,0 to 15 Years,BCA,Full-Time,Software Architect,Enterprise Architect,"An Enterprise Architect oversees the overall IT infrastructure, ensuring it supports business processes, and develops strategies to enhance the organizations technology landscape.",Enterprise architecture Business strategy alignment IT governance and compliance,Lupin Limited
547c26f7-c20d-429d-8104-89b837088ecf,0 to 12 Years,B.Com,Part-Time,Finance Manager,Financial Planning Manager,"Financial Planning Managers oversee financial planning services. They lead a team of financial planners, develop financial strategies, and ensure clients financial goals are met.",Financial planning Investment strategies Team leadership Wealth management Client advisory skills,"Wirecard AG (Now defunct, due to bankruptcy)"
516a0004-7108-46b7-ab02-febf963a091c,0 to 9 Years,BA,Intern,Technical Writer,Instructional Designer,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,DuPont
c5e4191b-74da-4412-9f47-b186d6ab917e,4 to 15 Years,BA,Full-Time,Social Media Coordinator,Content Creator,"Create engaging and relevant content, such as articles, videos, or social media posts, to promote brands or products.","Content creation (e.g., writing, editing, graphic design, video production) Content marketing Social media management SEO optimization Creative storytelling Audience engagement Analytics and reporting Adaptability Communication skills Creativity",Ryder System
ba700f28-c573-4160-b5e5-bbb4718db22a,3 to 8 Years,M.Com,Intern,Substance Abuse Counselor,Recovery Coach,"A Recovery Coach offers guidance and support to individuals in addiction recovery, aiding in their journey toward sobriety and helping them build a stable and fulfilling life.",Addiction recovery support Motivational interviewing Relapse prevention strategies,Targa Resources
580893ee-44fe-4ec1-bd2c-16fc33727c24,3 to 15 Years,B.Com,Full-Time,Account Manager,Client Relationship Manager,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",Client relationship management Customer service Communication skills,StoneX Group
4987b0dc-b8cb-42be-ac8d-2ee136f38991,2 to 8 Years,BBA,Full-Time,Event Coordinator,Event Planner,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.",Event planning and coordination Budget management Vendor negotiation Venue selection and management Timeline and logistics planning Marketing and promotion Risk management Client communication Creativity Problem-solving Attention to detail,Foot Locker
e05f3ee8-ddd2-496c-b220-e20dea3e66ad,1 to 14 Years,BCA,Full-Time,HR Manager,Human Resources Director,"A Human Resources Director leads HR functions, including talent acquisition, employee development, and HR strategy, to promote a positive work environment and support organizational goals.",Strategic HR planning Employee relations Talent management HR policy development Leadership skills,ProSiebenSat.1 Media SE
ee545a3e-cf17-4d96-821c-d1304f634c78,0 to 13 Years,BCA,Contract,Purchasing Agent,Supply Chain Coordinator,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network.",Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Ebay
74068c98-87c7-4449-a9d5-5ff73c1c0868,4 to 15 Years,BCA,Part-Time,Financial Analyst,Budget Analyst,"Budget Analysts manage and analyze financial data to develop, monitor, and report on budgets. They work with departments to ensure budget compliance, identify cost-saving opportunities, and provide financial insights to support strategic planning and decision-making.",Budget planning Financial forecasting Excel proficiency Data analysis,Expeditors International of Washington
90ca32b0-2511-4b6a-bf88-5263b84ecaf2,3 to 14 Years,M.Tech,Full-Time,Customer Success Manager,Customer Support Specialist,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge,Elevance Health
f0d6c96f-2954-4608-9c26-65956310fb40,4 to 9 Years,BBA,Contract,Java Developer,Java Web Application Developer,"Java Web Application Developers create web applications using Java technologies. They develop user interfaces, integrate backend systems, and ensure the functionality and security of web applications to provide a seamless user experience.","Web application development Java web frameworks (e.g., Servlets, JSP) Frontend integration User authentication Security protocols Code documentation",Sirius XM Holdings Inc.
9f509717-77d4-484d-8ab7-cef30360ee12,1 to 14 Years,BA,Contract,Network Administrator,Network Security Analyst,"Protect an organizations computer networks and systems from security threats, monitor network traffic, and respond to incidents.",Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Murphy USA
57e4c501-deec-4cec-9bbf-53ae2f8cb641,5 to 12 Years,MBA,Intern,Physician Assistant,Emergency Medicine Physician Assistant,"Work in emergency departments, diagnose and treat acute medical conditions, and provide urgent care.",Emergency medical care Triage and assessment Trauma management,AbbVie
7b8e1d95-1c88-4f62-9552-e4686882de16,5 to 12 Years,M.Com,Temporary,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Kyndryl Holdings
d0c1b3d5-9021-46b6-bcee-59591d47db3f,2 to 10 Years,MBA,Temporary,Procurement Specialist,Sourcing Analyst,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.",Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation,Deutsche Telekom AG
d6e867f8-3b14-46ad-9215-70de0f9215c7,0 to 13 Years,BBA,Intern,Nurse Manager,Nursing Director,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.",Nursing management Patient care coordination Staff supervision Compliance with healthcare regulations Quality improvement Leadership skills,Industrial and Commercial Bank of China (ICBC)
36817308-34ff-4d96-88ef-1054e4393546,3 to 10 Years,BCA,Temporary,Marketing Specialist,Digital Marketing Specialist,"Digital Marketing Specialists create and execute online marketing campaigns. They utilize digital channels like social media, email, and SEO to reach target audiences, generate leads, and improve brand visibility and engagement.",Digital marketing strategy Social media marketing Content creation SEO (Search Engine Optimization) PPC advertising Analytics and reporting,Moderna
11ec5e1b-de15-4f03-936f-c534d91e4fb8,3 to 10 Years,BCA,Temporary,Customer Success Manager,Account Manager,"An Account Manager builds and maintains relationships with clients or customers, ensuring their needs are met and promoting products or services to drive revenue and growth.",Account management Customer relationship management Sales and negotiation Business development Client needs analysis,Carvana
aba182c2-812c-4618-9a99-2ed02dcdcfa3,3 to 13 Years,MBA,Intern,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,Avis Budget Group
1582e6ca-1b92-478b-bf7d-fa4d3ceb4251,1 to 9 Years,M.Com,Part-Time,Project Manager,Agile Project Manager,"The Agile Project Manager leads Agile teams, facilitating effective project development and delivery. They use Agile methodologies to manage tasks, prioritize work, and adapt to changing requirements while fostering collaboration among team members.","Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Deutsche Wohnen SE
6b1576b0-9462-4836-8142-c5a8355e192a,4 to 10 Years,BCA,Temporary,Electrical Engineer,Electronics Hardware Engineer,"Electronics Hardware Engineers develop and design electronic components and systems, from circuit boards to hardware prototypes, ensuring functionality and performance.",Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Tullow Oil
1b59944f-bef4-40bb-a145-f8c0b082d5bc,4 to 8 Years,B.Com,Intern,Financial Advisor,Retirement Planner,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",Retirement planning Social security Investment products Tax planning Estate planning,MTU Aero Engines AG
9e8b5f64-1cf3-4098-b6f2-ac14aa2c917c,4 to 14 Years,M.Com,Part-Time,Email Marketing Specialist,Marketing Automation Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","Marketing automation platforms (e.g., Marketo, Pardot) Lead nurturing Workflow automation CRM integration Analytics and reporting Email marketing Campaign optimization Marketing strategy Communication skills Problem-solving Attention to detail",J.M. Smucker
18e85d82-8b4a-4880-9e2d-933176026d03,5 to 10 Years,BBA,Intern,Sales Representative,Account Executive,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,Bharti Airtel
161abbb0-8092-42d3-b9fb-98a0b15d96d4,1 to 14 Years,MBA,Full-Time,Account Executive,Advertising Account Executive,"An Advertising Account Executive works in advertising agencies, managing client accounts and overseeing the creation and execution of advertising campaigns.",Advertising and marketing knowledge Client relationship management Advertising campaign development Budget management Media planning and buying,Tractor Supply Company
d9de5f6e-2307-4660-beaa-51bea50f5bc1,2 to 9 Years,BCA,Full-Time,Back-End Developer,Server Developer,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.","Server-side programming languages (e.g., Java, Python) Database management API development",Larsen & Toubro (L&T)
37b5a476-3105-48d6-bd93-bb249f990617,2 to 15 Years,MCA,Part-Time,Social Worker,Child Welfare Worker,"Work with at-risk children and families, assess needs, provide support, and ensure child safety and well-being.",Child welfare policies and regulations Child protective services Child development Crisis intervention Case management Cultural competence Interviewing and assessment skills Court procedures Documentation Empathy Communication skills,ODP
23f96be8-c1fe-419f-bc56-64e1a4f1b7c3,0 to 12 Years,BBA,Part-Time,Landscape Architect,Residential Landscape Designer,Create aesthetically pleasing and functional landscape designs for residential properties.,Landscape design Plant selection and care Hardscape design,CVS Health
